Zone,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI,H_PopTot,H_Cases,H_AAIR,H_LCI,H_UCI,API_PopTot,API_Cases,API_AAIR,API_LCI,API_UCI,AIAN_PopTot,AIAN_Cases,AIAN_AAIR,AIAN_LCI,AIAN_UCI
A9017,Male,Brain,10yrs,305440,220,7.198,6.838,7.557,137628,94,6.823,6.482,7.164,159196,107,6.744,6.407,7.081,6035,,,,,1262,,,,,1320,,,,
A9020,Male,Brain,10yrs,301581,275,9.112,8.656,9.568,78547,32,4.081,3.877,4.285,211739,224,10.56,10.032,11.088,7211,,,,,3069,,,,,1015,,,,
A9034,Male,Brain,10yrs,299120,167,5.584,5.304,5.863,178944,175,9.795,9.305,10.285,107536,102,9.487,9.012,9.961,7705,,,,,3367,,,,,1567,,,,
A9038,Male,Brain,10yrs,295287,275,9.298,8.833,9.763,207017,219,10.581,10.052,11.11,66385,42,6.272,5.959,6.586,16037,,,,,4430,,,,,1418,,,,
Statewide,Both,Larynx,10yrs,45276693,36838,8.136,7.729,8.543,27625124,17569,6.36,6.042,6.678,14624771,10093,6.901,6.556,7.246,1941158,1174,6.046,5.743,6.348,781616,473,6.056,5.753,6.359,304024,243,7.999,7.599,8.398
A9010,Both,Larynx,10yrs,629987,254,4.027,3.826,4.228,416483,255,6.132,5.825,6.438,172988,123,7.09,6.736,7.445,22685,,,,,14872,,,,,2959,,,,
A9013,Both,Larynx,10yrs,579080,491,8.483,8.059,8.907,410189,288,7.03,6.679,7.382,112954,90,7.953,7.556,8.351,40491,33,8.034,7.632,8.436,12281,,,,,3165,,,,
A9017,Both,Larynx,10yrs,629599,186,2.95,2.802,3.097,275072,158,5.743,5.456,6.03,337339,203,6.028,5.727,6.329,11479,,,,,3058,,,,,2650,,,,
A9020,Both,Larynx,10yrs,658806,517,7.853,7.461,8.246,163699,60,3.678,3.494,3.862,472971,237,5.003,4.753,5.253,13549,,,,,6262,,,,,2325,,,,
A9034,Both,Larynx,10yrs,620709,450,7.254,6.891,7.617,366425,124,3.374,3.205,3.542,229364,62,2.704,2.569,2.839,14709,,,,,7152,,,,,3059,,,,
A9038,Both,Larynx,10yrs,607227,168,2.763,2.625,2.901,419643,132,3.142,2.985,3.3,144412,106,7.337,6.97,7.704,29477,27,9.186,8.727,9.645,10801,,,,,2894,,,,
Statewide,Female,Larynx,10yrs,23144310,3445,1.489,1.414,1.563,14033249,2006,1.429,1.358,1.501,7675012,2655,3.459,3.286,3.632,885591,260,2.934,2.788,3.081,396201,158,3.999,3.799,4.199,154257,18,1.152,1.095,1.21
A9010,Female,Larynx,10yrs,331586,72,2.17,2.061,2.278,219491,46,2.106,2,2.211,92529,,,,,10433,,,,,7463,,,,,1671,,,,
A9013,Female,Larynx,10yrs,290418,49,1.689,1.605,1.774,205185,,,,,58462,,,,,17937,,,,,7087,,,,,1747,,,,
A9017,Female,Larynx,10yrs,324159,54,1.651,1.569,1.734,137444,38,2.762,2.624,2.901,178143,56,3.151,2.993,3.309,5445,,,,,1797,,,,,1331,,,,
A9020,Female,Larynx,10yrs,357225,139,3.891,3.696,4.085,85151,,,,,261232,88,3.362,3.194,3.53,6338,,,,,3193,,,,,1310,,,,
A9034,Female,Larynx,10yrs,321590,17,0.522,0.496,0.548,187481,57,3.058,2.905,3.211,121828,21,1.738,1.651,1.825,7004,,,,,3785,,,,,1492,,,,
A9038,Female,Larynx,10yrs,311939,96,3.093,2.938,3.247,212625,87,4.107,3.902,4.313,78027,16,2.087,1.983,2.191,13440,,,,,6371,,,,,1476,,,,
Statewide,Male,Larynx,10yrs,22132383,27441,12.398,11.778,13.018,13591875,18761,13.803,13.113,14.494,6949759,3184,4.581,4.352,4.81,1055567,1530,14.49,13.766,15.215,385415,461,11.957,11.359,12.555,149767,146,9.755,9.267,10.243
A9010,Male,Larynx,10yrs,298401,299,10.037,9.535,10.539,196992,77,3.894,3.699,4.089,80459,94,11.626,11.045,12.207,12252,16,13.376,12.707,14.045,7409,,,,,1289,,,,
A9013,Male,Larynx,10yrs,288663,207,7.178,6.819,7.537,205005,206,10.036,9.535,10.538,54492,60,10.946,10.399,11.493,22554,33,14.586,13.856,15.315,5194,,,,,1418,,,,
A9017,Male,Larynx,10yrs,305440,428,14.013,13.312,14.713,137628,145,10.514,9.988,11.04,159196,195,12.247,11.634,12.859,6035,,,,,1262,,,,,1320,,,,
A9020,Male,Larynx,10yrs,301581,397,13.156,12.498,13.814,78547,87,11.106,10.551,11.662,211739,131,6.185,5.876,6.494,7211,,,,,3069,,,,,1015,,,,
A9034,Male,Larynx,10yrs,299120,310,10.37,9.852,10.889,178944,178,9.947,9.45,10.444,107536,143,13.255,12.593,13.918,7705,,,,,3367,,,,,1567,,,,
A9038,Male,Larynx,10yrs,295287,448,15.172,14.413,15.93,207017,102,4.933,4.686,5.18,66385,67,10.115,9.609,10.621,16037,,,,,4430,,,,,1418,,,,
Statewide,Female,Ovary,10yrs,23144310,17839,7.708,7.322,8.093,14033249,14432,10.284,9.77,10.798,7675012,11180,14.566,13.838,15.295,885591,1331,15.034,14.282,15.786,396201,271,6.831,6.49,7.173,154257,191,12.399,11.779,13.019
A9010,Female,Ovary,10yrs,331586,291,8.785,8.346,9.224,219491,105,4.79,4.55,5.029,92529,113,12.198,11.588,12.808,10433,,,,,7463,,,,,1671,,,,
A9013,Female,Ovary,10yrs,290418,224,7.708,7.322,8.093,205185,161,7.828,7.437,8.22,58462,68,11.677,11.093,12.261,17937,17,9.222,8.761,9.683,7087,,,,,1747,,,,
A9017,Female,Ovary,10yrs,324159,380,11.722,11.136,12.308,137444,97,7.029,6.678,7.381,178143,151,8.465,8.041,8.888,5445,,,,,1797,,,,,1331,,,,
A9020,Female,Ovary,10yrs,357225,440,12.331,11.714,12.947,85151,75,8.782,8.343,9.221,261232,114,4.362,4.144,4.58,6338,,,,,3193,,,,,1310,,,,
A9034,Female,Ovary,10yrs,321590,292,9.092,8.637,9.546,187481,94,5.017,4.766,5.267,121828,174,14.279,13.565,14.993,7004,,,,,3785,,,,,1492,,,,
A9038,Female,Ovary,10yrs,311939,481,15.411,14.64,16.182,212625,177,8.303,7.888,8.718,78027,107,13.763,13.075,14.451,13440,,,,,6371,,,,,1476,,,,
Statewide,Both,Esoph,10yrs,45276693,29233,6.457,6.134,6.779,27625124,18555,6.717,6.381,7.053,14624771,6374,4.358,4.14,4.576,1941158,1163,5.991,5.691,6.29,781616,551,7.044,6.692,7.397,304024,221,7.268,6.904,7.631
A9010,Both,Esoph,10yrs,629987,460,7.306,6.941,7.672,416483,269,6.448,6.126,6.77,172988,61,3.513,3.337,3.689,22685,,,,,14872,,,,,2959,,,,
A9013,Both,Esoph,10yrs,579080,332,5.734,5.448,6.021,410189,238,5.799,5.509,6.089,112954,49,4.303,4.088,4.518,40491,28,6.862,6.519,7.205,12281,,,,,3165,,,,
A9017,Both,Esoph,10yrs,629599,196,3.114,2.958,3.27,275072,140,5.089,4.835,5.344,337339,268,7.94,7.543,8.337,11479,,,,,3058,,,,,2650,,,,
A9020,Both,Esoph,10yrs,658806,317,4.818,4.577,5.059,163699,86,5.241,4.979,5.503,472971,145,3.071,2.918,3.225,13549,,,,,6262,,,,,2325,,,,
A9034,Both,Esoph,10yrs,620709,363,5.853,5.561,6.146,366425,272,7.412,7.041,7.782,229364,165,7.199,6.839,7.559,14709,,,,,7152,,,,,3059,,,,
A9038,Both,Esoph,10yrs,607227,323,5.318,5.053,5.584,419643,229,5.469,5.195,5.742,144412,71,4.929,4.682,5.175,29477,,,,,10801,,,,,2894,,,,
Statewide,Female,Esoph,10yrs,23144310,5481,2.368,2.25,2.486,14033249,3521,2.509,2.383,2.634,7675012,2004,2.611,2.48,2.741,885591,35,0.393,0.374,0.413,396201,63,1.582,1.503,1.661,154257,42,2.732,2.596,2.869
A9010,Female,Esoph,10yrs,331586,33,1.009,0.959,1.06,219491,56,2.552,2.424,2.68,92529,34,3.706,3.521,3.892,10433,,,,,7463,,,,,1671,,,,
A9013,Female,Esoph,10yrs,290418,117,4.013,3.812,4.214,205185,46,2.256,2.143,2.369,58462,,,,,17937,,,,,7087,,,,,1747,,,,
A9017,Female,Esoph,10yrs,324159,22,0.68,0.646,0.714,137444,56,4.087,3.883,4.292,178143,38,2.147,2.04,2.255,5445,,,,,1797,,,,,1331,,,,
A9020,Female,Esoph,10yrs,357225,47,1.306,1.241,1.371,85151,,,,,261232,36,1.376,1.307,1.444,6338,,,,,3193,,,,,1310,,,,
A9034,Female,Esoph,10yrs,321590,117,3.642,3.46,3.824,187481,59,3.156,2.998,3.313,121828,,,,,7004,,,,,3785,,,,,1492,,,,
A9038,Female,Esoph,10yrs,311939,132,4.235,4.024,4.447,212625,72,3.399,3.229,3.569,78027,,,,,13440,,,,,6371,,,,,1476,,,,
Statewide,Male,Esoph,10yrs,22132383,30169,13.631,12.95,14.313,13591875,12751,9.382,8.913,9.851,6949759,9709,13.97,13.272,14.669,1055567,1516,14.365,13.647,15.083,385415,311,8.076,7.672,8.48,149767,206,13.781,13.092,14.47
A9010,Male,Esoph,10yrs,298401,199,6.671,6.338,7.005,196992,264,13.413,12.742,14.083,80459,64,8,7.6,8.4,12252,,,,,7409,,,,,1289,,,,
A9013,Male,Esoph,10yrs,288663,397,13.749,13.061,14.436,205005,130,6.345,6.028,6.662,54492,72,13.153,12.495,13.811,22554,23,10.324,9.807,10.84,5194,,,,,1418,,,,
A9017,Male,Esoph,10yrs,305440,375,12.262,11.649,12.875,137628,114,8.307,7.892,8.723,159196,219,13.76,13.072,14.448,6035,,,,,1262,,,,,1320,,,,
A9020,Male,Esoph,10yrs,301581,248,8.216,7.805,8.627,78547,112,14.207,13.497,14.917,211739,267,12.605,11.975,13.236,7211,,,,,3069,,,,,1015,,,,
A9034,Male,Esoph,10yrs,299120,343,11.481,10.907,12.055,178944,91,5.062,4.809,5.315,107536,89,8.232,7.82,8.643,7705,,,,,3367,,,,,1567,,,,
A9038,Male,Esoph,10yrs,295287,343,11.609,11.028,12.189,207017,115,5.542,5.265,5.819,66385,68,10.31,9.795,10.826,16037,,,,,4430,,,,,1418,,,,
